"Primary_Key","School Number","School Year","School Name","Official School Name","LEA Number","LEA Name","Name Prefix Description","Principal First Name","Principal Middle Name","Principal Last Name","Principal Name Suffix","Principal Email","Address Line1","Address Line2","City","State","Zip Code 5","Zip Code 4","Phone Office Area","Phone Office Exch","Phone Office Line","Phone Fax Area","Phone Fax Exch","Phone Fax Line ","Mailing Address Line1","Mailing Address Line2","Mailing City","Mailing State","Mailing Zip Code 5","Mailing Zip Code 4","URL School Address","Sch Operational Status","Sch Operational Status Desc","Opening Effective Date","Closing Date","School Type","School Type Desc","School Program Type","School Program Type Desc","Grade Level Current","Grade Level Approved","Grade Level First Year","Title I","School Calendar Type","School Calendar Description","Extended Hours","School Schedule Type","School Schedule Type Desc","School Designation Type","School Designation Desc","Virtual Status","SBE Region","SBE Region Names","Accreditation Status","Accreditation Status Desc","Federal School Number","College Board Number","School Membership","School Year For Sch Membership","School Teacher Count","School Year For Teachers","Cooperative Innovative HS","Cooperative MMYYYY SBE Approve","First Yr Est ADM","First Yr Est Paid Teacher FTE","Newly Constructed Facility","Occupancy Date","What Facility Will Sch Occupy","Share Space","Share Space Describe","New Sch Population From","List Of Closing Schools","County Code","County Description","Opening In School Year","Locale Type","Locale Type Desc","School Closings?","School Systartstatus","Record Created Timestamp","Record Created By","Last Changed Timestamp","Last Changed By"
"6003842024","600384","2024","Elizabeth Traditional Elem","Elizabeth Traditional Elem","600","Charlotte-Mecklenburg Schools","Mr","Patrick","-","Brann","-","p384@cms.k12.nc.us","1601 Park Dr","-","Charlotte","NC","28204","2401","980","343","5475","980","343","5474","-","-","-","-","-","-","https://elizabethtraditionalelementaryschool.wearecms.com","1","Open","30-JUN-90","-","R","Regular School","M","Magnet","KG:01:02:03:04:05","KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297001217","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-02-2019 08:14AM","edna_gant"
"6003852024","600385","2024","Endhaven Elementary","Endhaven Elementary","600","Charlotte-Mecklenburg Schools","-","Julie","-","McKinney","-","p385@cms.k12.nc.us","6815 Endhaven Ln","-","Charlotte","NC","28277","2383","980","343","5436","980","343","5437","-","-","-","-","-","-","https://endhavenelementaryschool.wearecms.com","1","Open","30-JUN-03","-","R","Regular School","N","None","PK:KG:01:02:03:04:05","PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297002675","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-02-2019 08:15AM","edna_gant"
"6003862024","600386","2024","Hawthorne Academy of Health Sciences","Hawthorne Academy of Health Sciences","600","Charlotte-Mecklenburg Schools","-","Sharon","-","Bracey","-","p386@cms.k12.nc.us","1411 Hawthorne Ln","-","Charlotte","NC","28205","2923","980","343","6011","980","343","5609","-","-","-","-","-","-","https://hawthorneacademyofhealthsciences.wearecms.com","1","Open","30-JUN-90","-","R","Regular School","C","Cooperative Innovative High School","09:10:11:12:XG","09:10:11:12:XG","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297002228","340662","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","02-28-2023 10:40AM","nicola_lefler"
"6003922024","600392","2024","Polo Ridge Elementary","Polo Ridge Elementary","600","Charlotte-Mecklenburg Schools","Dr","Jovana","-","Edwards","-","p392@cms.k12.nc.us","11830 Tom Short Rd","-","Charlotte","NC","28277","9103","980","343","0749","980","343","0785","-","-","-","-","-","-","https://poloridgeelementaryschool.wearecms.com","1","Open","01-JUL-08","-","R","Regular School","N","None","KG:01:02:03:04:05","PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297003032","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","03-17-2023 01:20PM","carol_gaston"
"6003942024","600394","2024","Francis Bradley Middle","Francis Bradley Middle","600","Charlotte-Mecklenburg Schools","-","James","-","Vanosdall","-","p394@cms.k12.nc.us","13345 Beatties Ford Rd","-","Huntersville","NC","28078","9061","980","343","5750","980","343","5743","-","-","-","-","-","-","https://francisbradleymiddleschool.wearecms.com","1","Open","30-JUN-98","-","R","Regular School","M","Magnet","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297002395","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-02-2019 08:16AM","edna_gant"
"6003972024","600397","2024","Garinger High School","Garinger High School","600","Charlotte-Mecklenburg Schools","-","Leduan","-","Pratt","-","p397@cms.k12.nc.us","1100 Eastway Dr  ","-","Charlotte","NC","28205","1433","980","343","6450","980","343","1475","-","-","-","-","-","-","https://garingerhighschool.wearecms.com","1","Open","01-JUL-12","-","R","Regular School","N","None","09:10:11:12:XG","09:10:11:12:XG","09:10:11:12","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297003245","340668","-","-","-","-","N","-","1720","128","N","-","School building located at 1100 Eastway Drive, Charlotte.","N","-","current Garinger 5 small schools","current Garinger 5 small schools","060","Mecklenburg","2013","11","City, Large","Y","-","11-16-2011 10:34AM","susan_grigg","07-09-2020 12:15PM","edna_gant"
"6003982024","600398","2024","Greenway Park Elementary","Greenway Park Elementary","600","Charlotte-Mecklenburg Schools","-","Andrea","-","Runyon","-","p398@cms.k12.nc.us","8301 Monroe Rd","-","Charlotte","NC","28212","7500","980","343","5060","980","343","5064","-","-","-","-","-","-","https://greenwayparkelementaryschool.wearecms.com","1","Open","30-JUN-95","-","R","Regular School","M","Magnet","P2:P3:PK:KG:01:02:03:04:05","P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297001598","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-19-2021 08:53AM","edna_gant"
"6003992024","600399","2024","Alexander Graham Middle","Alexander Graham Middle","600","Charlotte-Mecklenburg Schools","-","Darryl","-","Conner","-","p399@cms.k12.nc.us","1800 Runnymede Lane","-","Charlotte","NC","28211","2652","980","343","5810","980","343","5868","-","-","-","-","-","-","https://alexandergrahammiddleschool.wearecms.com","1","Open","30-JUN-90","-","R","Regular School","N","None","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297001188","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","08-06-2019 11:50AM","edna_gant"
"6004042024","600404","2024","Harper Middle College High","Harper Middle College High","600","Charlotte-Mecklenburg Schools","-","Gina","-","O'Hare","-","p404@cms.k12.nc.us","315 W Hebron St","-","Charlotte","NC","28273","4304","980","343","0012","980","343","0013","PO Box 35009","-","Charlotte","NC","28235","-","https://harpermiddlecollegehighschool.wearecms.com","1","Open","01-JUL-16","-","R","Regular School","E","Early College","11:12:13:XG","11:12:13:XG","11","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297003313","340017","-","-","-","-","Y","072014","100","5","N","-","Modular Unit.","N","-","School 600302 - Ardrey Kell High  :School 600405 - Harding University High :School 600466 - Myers Park High :School 600697 - Olympic High - Biotech Health Pub Admin :School 600695 - Olympic High - Intl Study & Global Econ :School 600693 - Olympic High - Renaissance School :School 600696 - Olympic High -Intl Bus & Comm Studies :School 600694 - Olympic High-Math Eng Tech Science :School 600535 - South Mecklenburg High :School 600579 - West Mecklenburg High ","-","060","Mecklenburg","2015","11","City, Large","N","-","12-03-2013 12:00AM","susan_grigg","07-07-2021 11:45AM","edna_gant"
"6004052024","600405","2024","Harding University High School","Harding University High School","600","Charlotte-Mecklenburg Schools","-","Carrisa","-","Johnson-Scott","-","p405@cms.k12.nc.us","2001 Alleghany St","-","Charlotte","NC","28208","3734","980","343","6007","980","343","6015","-","-","-","-","-","-","https://hardinguniversityhighschool.wearecms.com","1","Open","30-JUN-90","-","R","Regular School","M","Magnet","09:10:11:12:XG","09:10:11:12:XG","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297001221","340670","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-09-2020 12:15PM","edna_gant"
"6004062024","600406","2024","Hawk Ridge Elementary","Hawk Ridge Elementary","600","Charlotte-Mecklenburg Schools","-","Christy","-","McCauley","-","p406@cms.k12.nc.us","9201 Bryant Farms Rd","-","Charlotte","NC","28277","1641","980","343","5927","980","343","5933","-","-","-","-","-","-","https://hawkridgeelementaryschool.wearecms.com","1","Open","30-JUN-99","-","R","Regular School","N","None","PK:KG:01:02:03:04:05","PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297002471","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-26-2021 11:50AM","edna_gant"
"6004082024","600408","2024","Lawrence Orr Elementary","Lawrence Orr Elementary School","600","Charlotte-Mecklenburg Schools","-","Xzaviar","-","Foggie","-","p408@cms.k12.nc.us","4835 Shamrock Dr","-","Charlotte","NC","28215","5176","980","343","9919","980","343","9917","-","-","-","-","-","-","https://lawrenceorrelementaryschool.wearecms.com","1","Open","01-JUL-15","-","R","Regular School","N","None","P2:P3:PK:KG:01:02:03:04:05","P2:P3:PK:KG:01:02:03:04:05","PK:KG:01:02:03:04:05","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297003363","-","-","-","-","-","N","-","627","35","Y","25-AUG-15","-","N","-","School 600300 - Albemarle Road Elementary :School 600410 - Hickory Grove Elementary :School 600587 - Windsor Park Elementary ","-","060","Mecklenburg","2016","11","City, Large","N","-","12-02-2014 03:16PM","susan_grigg","07-07-2021 12:13PM","edna_gant"
"6004092024","600409","2024","Parkside Elementary","Parkside Elementary School","600","Charlotte-Mecklenburg Schools","-","Brenda","-","Mills","-","p409@cms.k12.nc.us","2945 Johnston-Oehler Rd","-","Charlotte","NC","28269","0820","980","343","9915","980","343","9913","-","-","-","-","-","-","https://parksideelementaryschool.wearecms.com","1","Open","01-JUL-15","-","R","Regular School","N","None","P2:P3:PK:KG:01:02:03:04:05","P2:P3:PK:KG:01:02:03:04:05","KG:01:02:03:04:05","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297003369","-","-","-","-","-","N","-","490","27","Y","25-AUG-15","-","N","-","School 600411 - Highland Creek Elementary :School 600446 - Mallard Creek Elementary ","-","060","Mecklenburg","2016","11","City, Large","N","-","12-02-2014 03:21PM","susan_grigg","04-29-2021 04:06PM","edna_gant"
"6004102024","600410","2024","Hickory Grove Elementary","Hickory Grove Elementary","600","Charlotte-Mecklenburg Schools","-","Matthew","-","Bower","-","p410@cms.k12.nc.us","6709 Pence Rd","-","Charlotte","NC","28215","4231","980","343","6464","980","343","6517","-","-","-","-","-","-","https://hickorygroveelementaryschool.wearecms.com","1","Open","30-JUN-90","-","R","Regular School","N","None","P2:P3:PK:KG:01:02:03:04:05","P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297001223","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-19-2021 08:54AM","edna_gant"
"6004112024","600411","2024","Highland Creek Elementary","Highland Creek Elementary","600","Charlotte-Mecklenburg Schools","-","Ernest","-","Saxton","III","p411@cms.k12.nc.us","7242 Highland Creek Pkwy","-","Charlotte","NC","28269","0805","980","343","1065","980","343","1066","-","-","-","-","-","-","https://highlandcreekelementaryschool.wearecms.com","1","Open","02-JUL-06","-","R","Regular School","N","None","KG:01:02:03:04:05","KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297002877","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-02-2019 08:19AM","edna_gant"
"6004122024","600412","2024","Hidden Valley Elementary","Hidden Valley Elementary","600","Charlotte-Mecklenburg Schools","-","Valerie","-","Reyes","-","p412@cms.k12.nc.us","5100 Snow White Ln","-","Charlotte","NC","28213","6126","980","343","6810","980","343","6798","-","-","-","-","-","-","https://hiddenvalleyelementaryschool.wearecms.com","1","Open","30-JUN-90","-","R","Regular School","N","None","PK:KG:01:02:03:04:05","PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297001224","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-19-2021 08:55AM","edna_gant"
"6004132024","600413","2024","Highland Mill Montessori","Highland Mill Montessori Elementary","600","Charlotte-Mecklenburg Schools","-","Rachelle","-","Fink","-","p413@cms.k12.nc.us","3201 Clemson Ave","-","Charlotte","NC","28205","1542","980","343","5525","980","343","5589","-","-","-","-","-","-","https://highlandmillmontessorielementaryschool.wearecms.com","1","Open","29-JUN-02","-","R","Regular School","M","Magnet","PK:KG:01:02:03:04:05:06","PK:KG:01:02:03:04:05:06","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297002638","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-02-2019 08:20AM","edna_gant"
"6004142024","600414","2024","Highland Renaissance Academy","Highland Renaissance Academy","600","Charlotte-Mecklenburg Schools","-","Erin","-","Barksdale","-","p414@cms.k12.nc.us","125 W Craighead Rd","-","Charlotte","NC","28206","2029","980","343","5511","980","343","5579","-","-","-","-","-","-","https://highlandrenaissanceacademy.wearecms.com","1","Open","27-JUN-90","-","R","Regular School","N","None","P2:P3:PK:KG:01:02:03:04:05","P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297001225","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-07-2021 12:14PM","edna_gant"
"6004152024","600415","2024","Hopewell High School","Hopewell High School","600","Charlotte-Mecklenburg Schools","-","Tracey","M.","Pickard","-","p415@cms.k12.nc.us","11530 Beatties Ford Rd","-","Huntersville","NC","28078","8460","980","343","5988","980","343","5990","-","-","-","-","-","-","https://hopewellhighschool.wearecms.com","1","Open","30-JUN-01","-","R","Regular School","M","Magnet","09:10:11:12:XG","09:10:11:12:XG","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297002593","341920","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-09-2020 12:16PM","edna_gant"
"6004162024","600416","2024","Hornets Nest Elementary","Hornets Nest Elementary","600","Charlotte-Mecklenburg Schools","-","Crystal","-","Gaymon","-","p416@cms.k12.nc.us","6700 Beatties Ford Rd","-","Charlotte","NC","28216","1910","980","343","6110","980","343","6148","-","-","-","-","-","-","https://hornetsnestelementaryschool.wearecms.com","1","Open","30-JUN-91","-","R","Regular School","N","None","PK:KG:01:02:03:04:05","PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297002309","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-13-2021 11:19AM","edna_gant"
"6004182024","600418","2024","Croft Community School","Croft Community School","600","Charlotte-Mecklenburg Schools","-","Shannon","-","Hamilton","-","p418@cms.k12.nc.us","4911 Hucks Rd","-","Charlotte","NC","28269","1149","980","343","0370","980","343","1793","-","-","-","-","-","-","https://croftcommunityschool.wearecms.com","1","Open","01-JUL-08","-","R","Regular School","N","None","P2:P3:PK:KG:01:02:03:04:05","P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297003034","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","04-29-2021 04:07PM","edna_gant"
"6004202024","600420","2024","Huntersville Elementary","Huntersville Elementary","600","Charlotte-Mecklenburg Schools","-","Jeff","-","Ruppenthal","-","p420@cms.k12.nc.us","200 Gilead Rd","-","Huntersville","NC","28078","6897","980","343","3835","980","343","3849","-","-","-","-","-","-","https://huntersvilleelementaryschool.wearecms.com","1","Open","30-JUN-90","-","R","Regular School","N","None","KG:01:02:03:04:05","KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297001226","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-02-2019 08:22AM","edna_gant"
"6004222024","600422","2024","Huntingtowne Farms Elementary","Huntingtowne Farms Elementary","600","Charlotte-Mecklenburg Schools","-","Jessica","J.","Rivas","-","p422@cms.k12.nc.us","2520 Huntingtowne Farms Ln","-","Charlotte","NC","28210","6153","980","343","3625","980","343","3731","-","-","-","-","-","-","https://huntingtownefarmselementaryschool.wearecms.com","1","Open","30-JUN-90","-","R","Regular School","M","Magnet","PK:KG:01:02:03:04:05","PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297001227","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-13-2021 11:20AM","edna_gant"
"6004242024","600424","2024","Idlewild Elementary","Idlewild Elementary","600","Charlotte-Mecklenburg Schools","-","Trishi","-","Stewart","-","p424@cms.k12.nc.us","7101 Idlewild Rd","-","Charlotte","NC","28212","5749","980","343","6411","980","343","6499","-","-","-","-","-","-","https://idlewildelementaryschool.wearecms.com","1","Open","29-JUN-90","-","R","Regular School","M","Magnet","PK:KG:01:02:03:04:05","PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297001228","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","04-27-2017 05:29PM","susan_grigg"
"6004252024","600425","2024","Grove Park Elementary School","Grove Park Elementary School","600","Charlotte-Mecklenburg Schools","-","Meghan","-","Cahill","-","p425@cms.k12.nc.us","7515 The Plaza","-","Charlotte","NC","28215","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3","New","01-JUL-23","-","R","Regular School","N","None","PK:KG:01:02:03:04","PK:KG:01:02:03:04:05","KG:01:02:03:04","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","-","-","370297003649","-","-","-","-","-","N","-","530","35","Y","28-AUG-23","-","N","-","School 600432 - Joseph W Grier Academy :School 600474 - Newell Elementary :School 600516 - Reedy Creek Elementary ","-","060","Mecklenburg","2024","11","City, Large","N","-","11-03-2022 01:20PM","carol_gaston","06-22-2023 06:57PM","katherine_finger"
"6004262024","600426","2024","Independence High School","Independence High School","600","Charlotte-Mecklenburg Schools","-","Amy","-","Mims","-","p426@cms.k12.nc.us","1967 Patriot Dr","-","Charlotte","NC","28227","4123","980","343","6900","980","343","6907","-","-","-","-","-","-","https://independencehighschool.wearecms.com","1","Open","30-JUN-90","-","R","Regular School","N","None","09:10:11:12:XG","09:10:11:12:XG","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297001229","340673","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-19-2021 08:55AM","edna_gant"
"6004282024","600428","2024","James Martin Middle","James Martin Middle","600","Charlotte-Mecklenburg Schools","-","Christoper","-","Bernard","-","p428@cms.k12.nc.us","6301 University Pointe Blvd","-","Charlotte","NC","28262","5031","980","343","5382","980","343","5135","-","-","-","-","-","-","https://jamesmartinmiddleschool.wearecms.com","1","Open","29-JUN-97","-","R","Regular School","N","None","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297002325","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-02-2019 08:24AM","edna_gant"
"6004292024","600429","2024","Gov's Village STEM (Upper)","Gov's Village STEM (Upper)","600","Charlotte-Mecklenburg Schools","-","Jeffrey","S","Cook","-","p429@cms.k12.nc.us","7810 Neal Rd","-","Charlotte","NC","28262","3224","980","343","5775","980","343","5781","-","-","-","-","-","-","https://governorsvillagestemacademylower.wearecms.com","1","Open","30-JUN-98","-","R","Regular School","M","Magnet","05:06:07:08","05:06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297002396","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","04-07-2020 09:23AM","edna_gant"
"6004312024","600431","2024","Jay M. Robinson Middle","Jay M. Robinson Middle","600","Charlotte-Mecklenburg Schools","-","Rebecca","-","Thompson","-","p431@cms.k12.nc.us","5925 Ballantyne Commons Pkwy","-","Charlotte","NC","28277","0575","980","343","6944","980","343","6947","-","-","-","-","-","-","https://jaymrobinsonmiddleschool.wearecms.com","1","Open","30-JUN-02","-","R","Regular School","N","None","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297002639","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","04-07-2020 09:20AM","edna_gant"
"6004322024","600432","2024","Joseph W Grier Academy","Joseph W Grier Academy","600","Charlotte-Mecklenburg Schools","-","Bridget","-","Wilson","-","p432@cms.k12.nc.us","8330 Grier Rd","-","Charlotte","NC","28215","8701","980","343","5671","980","343","5394","-","-","-","-","-","-","https://josephwgrieracademy.wearecms.com","1","Open","30-JUN-03","-","R","Regular School","N","None","PK:KG:01:02:03:04:05","PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297002676","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-02-2019 08:26AM","edna_gant"
"6004332024","600433","2024","J.V. Washam Elementary","J.V. Washam Elementary","600","Charlotte-Mecklenburg Schools","-","Jaime","-","Tecza","-","p433@cms.k12.nc.us","9611 Westmoreland Rd","-","Cornelius","NC","28031","9260","980","343","1071","980","343","1072","-","-","-","-","-","-","https://jvwashamelementaryschool.wearecms.com","1","Open","02-JUL-06","-","R","Regular School","N","None","KG:01:02:03:04:05","KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297002891","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-02-2019 08:27AM","edna_gant"
"6004342024","600434","2024","Kennedy Middle","Robert F. Kennedy Middle","600","Charlotte-Mecklenburg Schools","-","Kevin","-","Sudimack","-","p434@cms.k12.nc.us","4000 Gallant Ln","-","Charlotte","NC","28273","3208","980","343","5540","980","343","5412","-","-","-","-","-","-","https://kennedymiddleschool.wearecms.com","1","Open","30-JUN-90","-","R","Regular School","M","Magnet","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297001232","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","04-27-2017 05:33PM","susan_grigg"
"6004352024","600435","2024","Lincoln Heights Montessori","Lincoln Heights Montessori","600","Charlotte-Mecklenburg Schools","-","Wendy","D.","Harris","-","p435@cms.k12.nc.us","1900 New Castle St","-","Charlotte","NC","28216","4719","980","343","9442","980","343","9901","-","-","-","-","-","-","https://trilliumspringsmontessorischool.wearecms.com","1","Open","01-JUL-14","-","R","Regular School","M","Magnet","PK:KG:01:02:03:04:05:06","PK:KG:01:02:03:04:05:06","PK:KG:01:02:03","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297003311","-","-","-","-","-","N","-","140","7","N","-","""old"" Long Creek Elem building vacated several years ago when replacement facility was built.","N","-","School 600328 - Barnette Elementary :School 600346 - Cornelius Elementary :School 600418 - Croft Community Elementary :School 600442 - Blythe Elementary :School 600357 - Davidson Elementary :School 600558 - Grand Oak Elementary :School 600416 - Hornets Nest Elementary :School 600420 - Huntersville Elementary :School 600462 - Mountain Island Elementary :School 600557 - Torrence Creek Elementary ","-","060","Mecklenburg","2015","11","City, Large","N","-","12-03-2013 12:00AM","susan_grigg","07-19-2023 01:28PM","katherine_finger"
"6004362024","600436","2024","Lake Wylie Elementary","Lake Wylie Elementary","600","Charlotte-Mecklenburg Schools","-","Rebecca","D.","McAvoy","-","p436@cms.k12.nc.us","13620 Erwin Rd","-","Charlotte","NC","28273","6643","980","343","3680","980","343","3719","-","-","-","-","-","-","https://lakewylieelementaryschool.wearecms.com","1","Open","30-JUN-92","-","R","Regular School","N","None","P2:P3:PK:KG:01:02:03:04:05","P2:P3:PK:KG:01:02:03:04:05:XG","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","6","Southwest","SA","SACS","370297000614","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","060","Mecklenburg","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-08-2020 08:15AM","edna_gant"
